Banco,Tipo,RandomForest_F1_Treino,RandomForest_F1_Teste
fictional_character_battles_complex_k_anonimizado_codificado_bootstrap_6.xlsx,K-Anonimizado,0.9827765964266992,0.8126112035972876
fictional_character_battles_complex_k_anonimizado_codificado_bootstrap_7.xlsx,K-Anonimizado,0.9818268577048428,0.8382520933521554
fictional_character_battles_complex_l_diverso_codificado_bootstrap_1.xlsx,L-Diverso,0.9910916852196244,0.8218480010979026
fictional_character_battles_complex_l_diverso_codificado_bootstrap_2.xlsx,L-Diverso,0.983801484854863,0.8443003470238635
fictional_character_battles_complex_l_diverso_codificado_bootstrap_3.xlsx,L-Diverso,0.9851518278366983,0.8393280148414416
fictional_character_battles_complex_l_diverso_codificado_bootstrap_4.xlsx,L-Diverso,0.9856910525122,0.8391185185614682
fictional_character_battles_complex_l_diverso_codificado_bootstrap_5.xlsx,L-Diverso,0.9802910326863534,0.8357616184723803
fictional_character_battles_complex_l_diverso_codificado_bootstrap_6.xlsx,L-Diverso,0.9881213825626116,0.842260598452414
fictional_character_battles_complex_l_diverso_codificado_bootstrap_7.xlsx,L-Diverso,0.9773180704855555,0.8400769742629148
fictional_character_battles_complex_t_close_codificado_bootstrap_1.xlsx,T-Close,1.0,0.8894265748714082
fictional_character_battles_complex_t_close_codificado_bootstrap_2.xlsx,T-Close,1.0,0.8742035420132102
fictional_character_battles_complex_t_close_codificado_bootstrap_3.xlsx,T-Close,1.0,0.8684951309647466
fictional_character_battles_complex_t_close_codificado_bootstrap_4.xlsx,T-Close,1.0,0.8632760862057601
fictional_character_battles_complex_t_close_codificado_bootstrap_5.xlsx,T-Close,1.0,0.8952989334039634
fictional_character_battles_complex_t_close_codificado_bootstrap_6.xlsx,T-Close,1.0,0.8879839959221499
fictional_character_battles_complex_t_close_codificado_bootstrap_7.xlsx,T-Close,1.0,0.9031612268922851
german_credit_data_bootstrap_1.xlsx,Original,1.0,0.8996775175493645
german_credit_data_bootstrap_2.xlsx,Original,1.0,0.8682060306549951
german_credit_data_bootstrap_3.xlsx,Original,1.0,0.8944594128515211
german_credit_data_bootstrap_4.xlsx,Original,1.0,0.8752910775210718
german_credit_data_bootstrap_5.xlsx,Original,1.0,0.8869395660076709
german_credit_data_bootstrap_6.xlsx,Original,1.0,0.8668985248585276
german_credit_data_bootstrap_7.xlsx,Original,1.0,0.8613079200339232
german_credit_data_dp_bootstrap_1.xlsx,DP,1.0,0.8128743929947797
german_credit_data_dp_bootstrap_2.xlsx,DP,1.0,0.7941024204357338
german_credit_data_dp_bootstrap_3.xlsx,DP,1.0,0.8296564029503235
german_credit_data_dp_bootstrap_4.xlsx,DP,1.0,0.7973144874578643
german_credit_data_dp_bootstrap_5.xlsx,DP,1.0,0.8087023694656981
german_credit_data_dp_bootstrap_6.xlsx,DP,1.0,0.8008908176593839
german_credit_data_dp_bootstrap_7.xlsx,DP,1.0,0.7895839435016446
german_credit_data_k_anonimizado_codificado_bootstrap_1.xlsx,K-Anonimizado,0.9735087508699767,0.7800598187688694
german_credit_data_k_anonimizado_codificado_bootstrap_2.xlsx,K-Anonimizado,0.9775493408612851,0.7533588214135962
german_credit_data_k_anonimizado_codificado_bootstrap_3.xlsx,K-Anonimizado,0.9856226431428923,0.7969659492655199
german_credit_data_k_anonimizado_codificado_bootstrap_4.xlsx,K-Anonimizado,0.9884860859668001,0.7917116861477675
german_credit_data_k_anonimizado_codificado_bootstrap_5.xlsx,K-Anonimizado,0.9821567623451554,0.7978007427938227
german_credit_data_k_anonimizado_codificado_bootstrap_6.xlsx,K-Anonimizado,0.9838447364133103,0.7892232540180337
german_credit_data_k_anonimizado_codificado_bootstrap_7.xlsx,K-Anonimizado,0.9821004572782801,0.7914344736981709
german_credit_data_l_diverso_codificado_bootstrap_1.xlsx,L-Diverso,0.9794866607159808,0.776692239413997
german_credit_data_l_diverso_codificado_bootstrap_2.xlsx,L-Diverso,0.9897430754862452,0.7969560783880946
german_credit_data_l_diverso_codificado_bootstrap_3.xlsx,L-Diverso,0.9833293848169287,0.7818331716777376
german_credit_data_l_diverso_codificado_bootstrap_4.xlsx,L-Diverso,0.9858906938411411,0.8066238158031478
german_credit_data_l_diverso_codificado_bootstrap_5.xlsx,L-Diverso,0.9878179172257479,0.8138813034210234
german_credit_data_l_diverso_codificado_bootstrap_6.xlsx,L-Diverso,0.9897447628488006,0.7848695090533864
german_credit_data_l_diverso_codificado_bootstrap_7.xlsx,L-Diverso,0.9833339931160916,0.8230938396913194
german_credit_data_t_close_codificado_bootstrap_1.xlsx,T-Close,0.9620375555125131,0.8561271874200568
german_credit_data_t_close_codificado_bootstrap_2.xlsx,T-Close,0.9366410105479469,0.8270125279609438
german_credit_data_t_close_codificado_bootstrap_3.xlsx,T-Close,0.9531078769544878,0.8055760689103432
german_credit_data_t_close_codificado_bootstrap_4.xlsx,T-Close,0.9479196126672494,0.7970859246833507
german_credit_data_t_close_codificado_bootstrap_5.xlsx,T-Close,0.9657645860134554,0.8309219952399799
german_credit_data_t_close_codificado_bootstrap_6.xlsx,T-Close,0.9412302830856385,0.8129993988101736
german_credit_data_t_close_codificado_bootstrap_7.xlsx,T-Close,0.953119776438107,0.8511478852996639
Heart_Attack_Data_Set_bootstrap_1.xlsx,Original,1.0,0.9108690724517633
Heart_Attack_Data_Set_bootstrap_2.xlsx,Original,1.0,0.9231121929982139
Heart_Attack_Data_Set_bootstrap_3.xlsx,Original,1.0,0.887645871773401
Heart_Attack_Data_Set_bootstrap_4.xlsx,Original,1.0,0.904302562300931
Heart_Attack_Data_Set_bootstrap_5.xlsx,Original,1.0,0.9070200865483153
Heart_Attack_Data_Set_bootstrap_6.xlsx,Original,1.0,0.9472990709861223
Heart_Attack_Data_Set_bootstrap_7.xlsx,Original,1.0,0.933729326624975
Heart_Attack_Data_Set_dp_bootstrap_1.xlsx,DP,1.0,0.8315366813773712
Heart_Attack_Data_Set_dp_bootstrap_2.xlsx,DP,1.0,0.8717777335703463
Heart_Attack_Data_Set_dp_bootstrap_3.xlsx,DP,1.0,0.8576874228023497
Heart_Attack_Data_Set_dp_bootstrap_4.xlsx,DP,1.0,0.8453401641591285
Heart_Attack_Data_Set_dp_bootstrap_5.xlsx,DP,1.0,0.8049987743663761
Heart_Attack_Data_Set_dp_bootstrap_6.xlsx,DP,1.0,0.8101442371920429
Heart_Attack_Data_Set_dp_bootstrap_7.xlsx,DP,1.0,0.8288709528636111
Heart_Attack_Data_Set_k_anonimizado_codificado_bootstrap_1.xlsx,K-Anonimizado,0.9919120156517913,0.8170324447611211
Heart_Attack_Data_Set_k_anonimizado_codificado_bootstrap_2.xlsx,K-Anonimizado,1.0,0.7564936103376882
Heart_Attack_Data_Set_k_anonimizado_codificado_bootstrap_3.xlsx,K-Anonimizado,0.9838715677149384,0.7589450343471352
Heart_Attack_Data_Set_k_anonimizado_codificado_bootstrap_4.xlsx,K-Anonimizado,0.9919408031783584,0.7188794948098929
Heart_Attack_Data_Set_k_anonimizado_codificado_bootstrap_5.xlsx,K-Anonimizado,0.9919429793941449,0.7250712093182858
Heart_Attack_Data_Set_k_anonimizado_codificado_bootstrap_6.xlsx,K-Anonimizado,0.9859087791237892,0.7171691175169437
Heart_Attack_Data_Set_k_anonimizado_codificado_bootstrap_7.xlsx,K-Anonimizado,1.0,0.7808657671164417
Heart_Attack_Data_Set_l_diverso_codificado_bootstrap_1.xlsx,L-Diverso,0.9700855643616577,0.6144362529380701
Heart_Attack_Data_Set_l_diverso_codificado_bootstrap_2.xlsx,L-Diverso,0.9782627304949649,0.6800001581180071
Heart_Attack_Data_Set_l_diverso_codificado_bootstrap_3.xlsx,L-Diverso,0.9781946316877823,0.5424132225989811
Heart_Attack_Data_Set_l_diverso_codificado_bootstrap_4.xlsx,L-Diverso,0.9591908176213935,0.682407980736154
Heart_Attack_Data_Set_l_diverso_codificado_bootstrap_5.xlsx,L-Diverso,0.9918619364346316,0.726802346776031
Heart_Attack_Data_Set_l_diverso_codificado_bootstrap_6.xlsx,L-Diverso,0.9673530189048384,0.5701185726300142
Heart_Attack_Data_Set_l_diverso_codificado_bootstrap_7.xlsx,L-Diverso,0.9891160943310311,0.606938424492604
Heart_Attack_Data_Set_t_close_codificado_bootstrap_1.xlsx,T-Close,0.984192167452758,0.6280963480963482
Heart_Attack_Data_Set_t_close_codificado_bootstrap_2.xlsx,T-Close,0.9634722491224039,0.6593746993746993
Heart_Attack_Data_Set_t_close_codificado_bootstrap_3.xlsx,T-Close,0.9636401500284307,0.5854834054834054
Heart_Attack_Data_Set_t_close_codificado_bootstrap_4.xlsx,T-Close,1.0,0.6514907314907316
Heart_Attack_Data_Set_t_close_codificado_bootstrap_5.xlsx,T-Close,0.9426781217172893,0.421048581048581
Heart_Attack_Data_Set_t_close_codificado_bootstrap_6.xlsx,T-Close,0.9790779173113846,0.7492640692640693
Heart_Attack_Data_Set_t_close_codificado_bootstrap_7.xlsx,T-Close,0.9479847023020025,0.5923348873348873
loan_data_bootstrap_1.xlsx,Original,0.9134333427471558,0.8603893544605384
loan_data_bootstrap_2.xlsx,Original,0.8874683990399508,0.7889325738764688
loan_data_bootstrap_3.xlsx,Original,0.881614707824127,0.8204399910241709
loan_data_bootstrap_4.xlsx,Original,0.8908255827249884,0.8514194707880585
loan_data_bootstrap_5.xlsx,Original,0.9186027202351509,0.8798928411274819
loan_data_bootstrap_6.xlsx,Original,0.8992470508798401,0.8592379904075094
loan_data_bootstrap_7.xlsx,Original,0.8899804445792416,0.832064930664256
loan_data_dp_bootstrap_1.xlsx,DP,0.9444753180849418,0.7926071799078482
loan_data_dp_bootstrap_2.xlsx,DP,0.9415306313906656,0.7435345644885316
loan_data_dp_bootstrap_3.xlsx,DP,0.9307635782703005,0.7128592731697064
loan_data_dp_bootstrap_4.xlsx,DP,0.9464789900640025,0.7449997587758904
loan_data_dp_bootstrap_5.xlsx,DP,0.9289725980400994,0.7710563411142299
loan_data_dp_bootstrap_6.xlsx,DP,0.955284149911891,0.7956667849547326
loan_data_dp_bootstrap_7.xlsx,DP,0.951284712283608,0.7641597841759984
loan_data_k_anonimizado_codificado_bootstrap_1.xlsx,K-Anonimizado,1.0,0.8725531337141245
loan_data_k_anonimizado_codificado_bootstrap_2.xlsx,K-Anonimizado,1.0,0.743842627960275
loan_data_k_anonimizado_codificado_bootstrap_3.xlsx,K-Anonimizado,1.0,0.8288003307770436
loan_data_k_anonimizado_codificado_bootstrap_4.xlsx,K-Anonimizado,1.0,0.7947841700782876
loan_data_k_anonimizado_codificado_bootstrap_5.xlsx,K-Anonimizado,1.0,0.784260815437286
loan_data_k_anonimizado_codificado_bootstrap_6.xlsx,K-Anonimizado,1.0,0.7061686896981015
loan_data_k_anonimizado_codificado_bootstrap_7.xlsx,K-Anonimizado,1.0,0.7992518037518038
loan_data_l_diverso_codificado_bootstrap_1.xlsx,L-Diverso,0.9901103101986388,0.8030781499202553
loan_data_l_diverso_codificado_bootstrap_2.xlsx,L-Diverso,0.9868207805887457,0.6986913550845439
loan_data_l_diverso_codificado_bootstrap_3.xlsx,L-Diverso,0.9671359978356368,0.8117709323127279
loan_data_l_diverso_codificado_bootstrap_4.xlsx,L-Diverso,0.9868348058396869,0.7458139028727264
loan_data_l_diverso_codificado_bootstrap_5.xlsx,L-Diverso,0.9735978702988428,0.8173335488041371
loan_data_l_diverso_codificado_bootstrap_6.xlsx,L-Diverso,1.0,0.6959427940629986
loan_data_l_diverso_codificado_bootstrap_7.xlsx,L-Diverso,0.9901228881919424,0.7748984452080427
loan_data_t_close_codificado_bootstrap_1.xlsx,T-Close,1.0,0.6807792207792207
loan_data_t_close_codificado_bootstrap_2.xlsx,T-Close,1.0,0.7861375661375661
loan_data_t_close_codificado_bootstrap_3.xlsx,T-Close,1.0,0.7066433566433566
loan_data_t_close_codificado_bootstrap_4.xlsx,T-Close,1.0,0.6374755962991258
loan_data_t_close_codificado_bootstrap_5.xlsx,T-Close,1.0,0.8209168609168611
loan_data_t_close_codificado_bootstrap_6.xlsx,T-Close,1.0,0.8206264323911384
loan_data_t_close_codificado_bootstrap_7.xlsx,T-Close,1.0,0.728914418914419
marketing_campaign_bootstrap_1.xlsx,Original,0.9956027149543336,0.9444757336856693
marketing_campaign_bootstrap_2.xlsx,Original,0.9974065446449794,0.9413907616058376
marketing_campaign_bootstrap_3.xlsx,Original,0.9952530413130127,0.9379531513253451
marketing_campaign_bootstrap_4.xlsx,Original,0.9970649313248948,0.938012722700931
marketing_campaign_bootstrap_5.xlsx,Original,0.9973993462056747,0.9414091240821438
marketing_campaign_bootstrap_6.xlsx,Original,0.997063118166319,0.945938717994995
marketing_campaign_bootstrap_7.xlsx,Original,0.9969462514571633,0.9445509704268409
marketing_campaign_dp_bootstrap_1.xlsx,DP,1.0,0.8447695265710775
marketing_campaign_dp_bootstrap_2.xlsx,DP,1.0,0.8565620112256372
marketing_campaign_dp_bootstrap_3.xlsx,DP,1.0,0.8327113272642871
marketing_campaign_dp_bootstrap_4.xlsx,DP,1.0,0.8550890444795722
marketing_campaign_dp_bootstrap_5.xlsx,DP,1.0,0.8444475653467869
marketing_campaign_dp_bootstrap_6.xlsx,DP,1.0,0.8451912712727829
marketing_campaign_dp_bootstrap_7.xlsx,DP,1.0,0.8485793572752682
marketing_campaign_k_anonimizado_codificado_bootstrap_1.xlsx,K-Anonimizado,0.9857002715539792,0.818060025065213
marketing_campaign_k_anonimizado_codificado_bootstrap_2.xlsx,K-Anonimizado,0.9915524605759171,0.8783577299983933
marketing_campaign_k_anonimizado_codificado_bootstrap_3.xlsx,K-Anonimizado,0.9918926642008505,0.8431525704552728
marketing_campaign_k_anonimizado_codificado_bootstrap_4.xlsx,K-Anonimizado,0.9915872305820119,0.8486578283362333
marketing_campaign_k_anonimizado_codificado_bootstrap_5.xlsx,K-Anonimizado,0.9925271405942484,0.8484246669364982
marketing_campaign_k_anonimizado_codificado_bootstrap_6.xlsx,K-Anonimizado,0.9870399634335822,0.8432440736983338
marketing_campaign_k_anonimizado_codificado_bootstrap_7.xlsx,K-Anonimizado,0.9928845402212378,0.8616797055100218
marketing_campaign_l_diverso_codificado_bootstrap_1.xlsx,L-Diverso,0.9940740074237724,0.7711420970792314
marketing_campaign_l_diverso_codificado_bootstrap_2.xlsx,L-Diverso,0.9924538987186464,0.7893478237351592
marketing_campaign_l_diverso_codificado_bootstrap_3.xlsx,L-Diverso,0.9935352799754513,0.8328858023282587
marketing_campaign_l_diverso_codificado_bootstrap_4.xlsx,L-Diverso,0.997845283002221,0.8146478668087151
marketing_campaign_l_diverso_codificado_bootstrap_5.xlsx,L-Diverso,0.9962294839553211,0.7902920733953233
marketing_campaign_l_diverso_codificado_bootstrap_6.xlsx,L-Diverso,0.9956883425170957,0.8340371494796426
marketing_campaign_l_diverso_codificado_bootstrap_7.xlsx,L-Diverso,0.9962279154545884,0.7610191669482858
marketing_campaign_t_close_codificado_bootstrap_1.xlsx,T-Close,1.0,0.9031662406227342
marketing_campaign_t_close_codificado_bootstrap_2.xlsx,T-Close,1.0,0.9424418276671354
marketing_campaign_t_close_codificado_bootstrap_3.xlsx,T-Close,1.0,0.9346757838543039
marketing_campaign_t_close_codificado_bootstrap_4.xlsx,T-Close,1.0,0.9012174987472878
marketing_campaign_t_close_codificado_bootstrap_5.xlsx,T-Close,1.0,0.9324092063849792
marketing_campaign_t_close_codificado_bootstrap_6.xlsx,T-Close,1.0,0.9148307144172861
marketing_campaign_t_close_codificado_bootstrap_7.xlsx,T-Close,1.0,0.920098284155551
online_course_engagement_data_bootstrap_1.xlsx,Original,1.0,0.9438496658135286
online_course_engagement_data_bootstrap_2.xlsx,Original,1.0,0.9460652086146231
online_course_engagement_data_bootstrap_3.xlsx,Original,1.0,0.9484948869479947
online_course_engagement_data_bootstrap_4.xlsx,Original,1.0,0.9417688671344002
online_course_engagement_data_bootstrap_5.xlsx,Original,0.99994444276886,0.9494833577772782
online_course_engagement_data_bootstrap_6.xlsx,Original,1.0,0.9448563180085028
online_course_engagement_data_bootstrap_7.xlsx,Original,1.0,0.9459828196463145
online_course_engagement_data_dp_bootstrap_1.xlsx,DP,1.0,0.8243572196985764
online_course_engagement_data_dp_bootstrap_2.xlsx,DP,1.0,0.8191150491165111
online_course_engagement_data_dp_bootstrap_3.xlsx,DP,1.0,0.8229358808864182
online_course_engagement_data_dp_bootstrap_4.xlsx,DP,1.0,0.8203025389808097
online_course_engagement_data_dp_bootstrap_5.xlsx,DP,1.0,0.8177343282046501
online_course_engagement_data_dp_bootstrap_6.xlsx,DP,1.0,0.8224199013669571
online_course_engagement_data_dp_bootstrap_7.xlsx,DP,1.0,0.8203236474521507
online_course_engagement_data_k_anonimizado_codificado_bootstrap_1.xlsx,K-Anonimizado,0.9822345923642064,0.786808477643083
online_course_engagement_data_k_anonimizado_codificado_bootstrap_2.xlsx,K-Anonimizado,0.9798194693291482,0.798289883908794
online_course_engagement_data_k_anonimizado_codificado_bootstrap_3.xlsx,K-Anonimizado,0.9813283895780109,0.7795111499216667
online_course_engagement_data_k_anonimizado_codificado_bootstrap_4.xlsx,K-Anonimizado,0.9824288049001367,0.784887594197744
online_course_engagement_data_k_anonimizado_codificado_bootstrap_5.xlsx,K-Anonimizado,0.9813210191055697,0.7876600345430956
online_course_engagement_data_k_anonimizado_codificado_bootstrap_6.xlsx,K-Anonimizado,0.9780051754349479,0.7814168309143753
online_course_engagement_data_k_anonimizado_codificado_bootstrap_7.xlsx,K-Anonimizado,0.9807420273741201,0.7825165828743752
online_course_engagement_data_l_diverso_codificado_bootstrap_1.xlsx,L-Diverso,0.9854118587895273,0.8014034865398203
online_course_engagement_data_l_diverso_codificado_bootstrap_2.xlsx,L-Diverso,0.9836958689993287,0.7996046944685486
online_course_engagement_data_l_diverso_codificado_bootstrap_3.xlsx,L-Diverso,0.9806208672840853,0.81168083570643
online_course_engagement_data_l_diverso_codificado_bootstrap_4.xlsx,L-Diverso,0.9809061768248046,0.7997922878935022
online_course_engagement_data_l_diverso_codificado_bootstrap_5.xlsx,L-Diverso,0.98526903299886,0.8112874904488496
online_course_engagement_data_l_diverso_codificado_bootstrap_6.xlsx,L-Diverso,0.9837672540047361,0.8029028856686669
online_course_engagement_data_l_diverso_codificado_bootstrap_7.xlsx,L-Diverso,0.9834804219216069,0.7956735601998622
online_course_engagement_data_t_close_codificado_bootstrap_1.xlsx,T-Close,0.9637430666276954,0.8052527248715247
online_course_engagement_data_t_close_codificado_bootstrap_2.xlsx,T-Close,0.9573327501657541,0.8021461690190744
online_course_engagement_data_t_close_codificado_bootstrap_3.xlsx,T-Close,0.9601854134680557,0.7961920716889371
online_course_engagement_data_t_close_codificado_bootstrap_4.xlsx,T-Close,0.9652401628372909,0.817593475341349
online_course_engagement_data_t_close_codificado_bootstrap_5.xlsx,T-Close,0.9518900733046334,0.7893968550487583
online_course_engagement_data_t_close_codificado_bootstrap_6.xlsx,T-Close,0.9502505265085665,0.7794838140707918
online_course_engagement_data_t_close_codificado_bootstrap_7.xlsx,T-Close,0.9638757757498974,0.8131990568854801
online_retail_customer_churn_bootstrap_1.xlsx,Original,1.0,0.7999010004138285
online_retail_customer_churn_bootstrap_2.xlsx,Original,1.0,0.7864499035181926
online_retail_customer_churn_bootstrap_3.xlsx,Original,1.0,0.7813724780943891
online_retail_customer_churn_bootstrap_4.xlsx,Original,1.0,0.7808048709853403
online_retail_customer_churn_bootstrap_5.xlsx,Original,1.0,0.7769464214572135
online_retail_customer_churn_bootstrap_6.xlsx,Original,1.0,0.8047296818324028
online_retail_customer_churn_bootstrap_7.xlsx,Original,1.0,0.7880412224634608
online_retail_customer_churn_dp_bootstrap_1.xlsx,DP,1.0,0.7422808243927357
online_retail_customer_churn_dp_bootstrap_2.xlsx,DP,1.0,0.7752817653772983
online_retail_customer_churn_dp_bootstrap_3.xlsx,DP,1.0,0.768872695481531
online_retail_customer_churn_dp_bootstrap_4.xlsx,DP,1.0,0.7874321901947833
online_retail_customer_churn_dp_bootstrap_5.xlsx,DP,1.0,0.7542589253450372
online_retail_customer_churn_dp_bootstrap_6.xlsx,DP,1.0,0.7918401662729847
online_retail_customer_churn_dp_bootstrap_7.xlsx,DP,1.0,0.7603191162618893
online_retail_customer_churn_k_anonimizado_codificado_bootstrap_1.xlsx,K-Anonimizado,0.964279527193043,0.6446341787612301
online_retail_customer_churn_k_anonimizado_codificado_bootstrap_2.xlsx,K-Anonimizado,0.9792958202953944,0.6406766910584478
online_retail_customer_churn_k_anonimizado_codificado_bootstrap_3.xlsx,K-Anonimizado,0.9585821990439334,0.645465267359972
online_retail_customer_churn_k_anonimizado_codificado_bootstrap_4.xlsx,K-Anonimizado,0.9673612364761791,0.6775787771932273
online_retail_customer_churn_k_anonimizado_codificado_bootstrap_5.xlsx,K-Anonimizado,0.9585923276304567,0.5754425064826882
online_retail_customer_churn_k_anonimizado_codificado_bootstrap_6.xlsx,K-Anonimizado,0.9611658254483236,0.662193997873268
online_retail_customer_churn_k_anonimizado_codificado_bootstrap_7.xlsx,K-Anonimizado,0.9767055568711287,0.6420567711294004
online_retail_customer_churn_l_diverso_codificado_bootstrap_1.xlsx,L-Diverso,0.9634981760498256,0.6172718634580207
online_retail_customer_churn_l_diverso_codificado_bootstrap_2.xlsx,L-Diverso,0.9714936662480881,0.6509865045586987
online_retail_customer_churn_l_diverso_codificado_bootstrap_3.xlsx,L-Diverso,0.9714885915705193,0.6361280301122503
online_retail_customer_churn_l_diverso_codificado_bootstrap_4.xlsx,L-Diverso,0.9659984094438181,0.6425318523245942
online_retail_customer_churn_l_diverso_codificado_bootstrap_5.xlsx,L-Diverso,0.9664776342350387,0.6754457985485207
online_retail_customer_churn_l_diverso_codificado_bootstrap_6.xlsx,L-Diverso,0.9669923548413859,0.6236683981200953
online_retail_customer_churn_l_diverso_codificado_bootstrap_7.xlsx,L-Diverso,0.967484143648706,0.6393384601146292
online_retail_customer_churn_t_close_codificado_bootstrap_1.xlsx,T-Close,0.9551145185715617,0.6355647552449366
online_retail_customer_churn_t_close_codificado_bootstrap_2.xlsx,T-Close,0.968141597879651,0.6389882874754484
online_retail_customer_churn_t_close_codificado_bootstrap_3.xlsx,T-Close,0.9589647951107981,0.6234818082466018
online_retail_customer_churn_t_close_codificado_bootstrap_4.xlsx,T-Close,0.9657351084120993,0.5956679611235145
online_retail_customer_churn_t_close_codificado_bootstrap_5.xlsx,T-Close,0.9690924023891997,0.5958108711149998
online_retail_customer_churn_t_close_codificado_bootstrap_6.xlsx,T-Close,0.9599531483969004,0.619536231189004
online_retail_customer_churn_t_close_codificado_bootstrap_7.xlsx,T-Close,0.9744163832695705,0.6284568528154736
plant_growth_data_bootstrap_1.xlsx,Original,1.0,0.8657497873302077
plant_growth_data_bootstrap_2.xlsx,Original,1.0,0.8143810129462862
plant_growth_data_bootstrap_3.xlsx,Original,1.0,0.8130017738215812
plant_growth_data_bootstrap_4.xlsx,Original,1.0,0.8381103022447942
plant_growth_data_bootstrap_5.xlsx,Original,1.0,0.8323034778373677
plant_growth_data_bootstrap_6.xlsx,Original,1.0,0.8139229244235663
plant_growth_data_bootstrap_7.xlsx,Original,1.0,0.8449611387993929
plant_growth_data_dp_bootstrap_1.xlsx,DP,1.0,0.7866660033991468
plant_growth_data_dp_bootstrap_2.xlsx,DP,1.0,0.8124116095686966
plant_growth_data_dp_bootstrap_3.xlsx,DP,1.0,0.7588069190902597
plant_growth_data_dp_bootstrap_4.xlsx,DP,1.0,0.7205325087597978
plant_growth_data_dp_bootstrap_5.xlsx,DP,1.0,0.7330250047341834
plant_growth_data_dp_bootstrap_6.xlsx,DP,1.0,0.7358749865538747
plant_growth_data_dp_bootstrap_7.xlsx,DP,1.0,0.8227023563597917
plant_growth_data_k_anonimizado_codificado_bootstrap_1.xlsx,K-Anonimizado,0.9597422328358389,0.590282266752855
plant_growth_data_k_anonimizado_codificado_bootstrap_2.xlsx,K-Anonimizado,0.916670053058534,0.6165175863008681
plant_growth_data_k_anonimizado_codificado_bootstrap_3.xlsx,K-Anonimizado,0.9224439324567622,0.6816938387462683
plant_growth_data_k_anonimizado_codificado_bootstrap_4.xlsx,K-Anonimizado,0.9625694315794144,0.6874994613229907
plant_growth_data_k_anonimizado_codificado_bootstrap_5.xlsx,K-Anonimizado,0.9325386639593871,0.7110676136637459
plant_growth_data_k_anonimizado_codificado_bootstrap_6.xlsx,K-Anonimizado,0.9683477218044683,0.6450807980401465
plant_growth_data_k_anonimizado_codificado_bootstrap_7.xlsx,K-Anonimizado,0.945369112227145,0.7113930343597863
plant_growth_data_l_diverso_codificado_bootstrap_1.xlsx,L-Diverso,0.9564200616695295,0.6854396171424033
plant_growth_data_l_diverso_codificado_bootstrap_2.xlsx,L-Diverso,0.9302030539010708,0.6013275939746527
plant_growth_data_l_diverso_codificado_bootstrap_3.xlsx,L-Diverso,0.9562731942630259,0.6292425806048096
plant_growth_data_l_diverso_codificado_bootstrap_4.xlsx,L-Diverso,0.944738378288631,0.6794938830232947
plant_growth_data_l_diverso_codificado_bootstrap_5.xlsx,L-Diverso,0.953507727792462,0.6007904573552709
plant_growth_data_l_diverso_codificado_bootstrap_6.xlsx,L-Diverso,0.9592803261553492,0.658580045984138
plant_growth_data_l_diverso_codificado_bootstrap_7.xlsx,L-Diverso,0.9796161411939991,0.7455570076414066
plant_growth_data_t_close_codificado_bootstrap_1.xlsx,T-Close,0.938685206009251,0.5634281404869641
plant_growth_data_t_close_codificado_bootstrap_2.xlsx,T-Close,0.9766147451040528,0.6118598829865487
plant_growth_data_t_close_codificado_bootstrap_3.xlsx,T-Close,0.9709513713978936,0.7127461633653583
plant_growth_data_t_close_codificado_bootstrap_4.xlsx,T-Close,0.9592311647583456,0.55859378839255
plant_growth_data_t_close_codificado_bootstrap_5.xlsx,T-Close,0.965107619859538,0.6557638439991381
plant_growth_data_t_close_codificado_bootstrap_6.xlsx,T-Close,0.9679157665511637,0.7068019201300935
plant_growth_data_t_close_codificado_bootstrap_7.xlsx,T-Close,0.9681070459137094,0.6616426057602528
predictive_maintenance_bootstrap_1.xlsx,Original,1.0,0.9997003342392267
predictive_maintenance_bootstrap_2.xlsx,Original,1.0,0.9987990130079811
predictive_maintenance_bootstrap_3.xlsx,Original,1.0,0.9992991488455505
predictive_maintenance_bootstrap_4.xlsx,Original,1.0,0.9992049528483251
predictive_maintenance_bootstrap_5.xlsx,Original,1.0,0.9993002432528018
predictive_maintenance_bootstrap_6.xlsx,Original,1.0,0.9995003467622172
predictive_maintenance_bootstrap_7.xlsx,Original,1.0,0.9992996684105065
predictive_maintenance_dp_bootstrap_1.xlsx,DP,1.0,0.8681201037548304
predictive_maintenance_dp_bootstrap_2.xlsx,DP,1.0,0.8665058323328576
predictive_maintenance_dp_bootstrap_3.xlsx,DP,1.0,0.8715704409864975
predictive_maintenance_dp_bootstrap_4.xlsx,DP,1.0,0.8708710409253657
predictive_maintenance_dp_bootstrap_5.xlsx,DP,1.0,0.8660048733002366
predictive_maintenance_dp_bootstrap_6.xlsx,DP,1.0,0.8671980856846195
predictive_maintenance_dp_bootstrap_7.xlsx,DP,1.0,0.8635665371156955
predictive_maintenance_k_anonimizado_codificado_bootstrap_1.xlsx,K-Anonimizado,1.0,0.994388963180047
predictive_maintenance_k_anonimizado_codificado_bootstrap_2.xlsx,K-Anonimizado,1.0,0.9937826852379013
predictive_maintenance_k_anonimizado_codificado_bootstrap_3.xlsx,K-Anonimizado,1.0,0.9950990233303566
predictive_maintenance_k_anonimizado_codificado_bootstrap_4.xlsx,K-Anonimizado,1.0,0.9944175802942606
predictive_maintenance_k_anonimizado_codificado_bootstrap_5.xlsx,K-Anonimizado,0.9997349020908434,0.9933257944250793
